Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),AC System Output (W),Ambient Temperature (C),Wind Speed (m/s),Cell Temperature (C)
5,0,10,9.46,11.727,25.343,1,23.593
6,0,89,84.312,260.707,26.395,0,27.285
7,1,157,149.278,463.334,28.221,0,32.962
8,57,275,302.298,918.39,29.595,0,40.752
9,364,363,659.358,1874.14,30.706,0,54.668
10,649,261,860.24,2335.179,31.268,0,63.032
11,427,373,773.007,2114.159,31.6,0,61.811
12,320,379,661.013,1844.002,31.737,0,58.234
13,2,145,139.807,415.218,31.611,0,40.909
14,0,129,122.718,372.261,31.279,0,35.664
15,0,105,99.72,301.488,30.716,0,33.95
16,0,75,71.068,211.484,30.096,0,31.831
17,0,25,23.699,58.772,28.142,0,27.06
18,0,1,0.97,0,27.573,0,24.763
19,0,0,0,0,27.529,1,27.529
20,0,0,0,0,27.151,1,27.151
21,0,0,0,0,26.703,2,26.703
22,0,0,0,0,26.264,1,26.264
23,0,0,0,0,25.82,1,25.82
0,0,0,0,0,25.439,1,25.439
1,0,0,0,0,25.027,1,25.027
2,0,0,0,0,24.661,1,24.661
3,0,0,0,0,24.342,1,24.342
4,0,0,0,0,24.153,1,24.153
5,0,17,16.093,34.256,26.122,0,23.58
6,220,116,173.153,507.206,27.201,1,30.867
7,448,165,389.787,1161.471,28.631,1,39.662
8,608,174,599.073,1781.466,29.455,2,44.67
9,678,204,774.376,2254.154,29.956,2,50.073
10,714,216,877.389,2514.719,30.135,2,53.216
11,730,222,914.29,2603.839,30.164,2,54.406
12,728,221,882.725,2467.351,30.051,1,57.757
13,708,214,785.454,2226.387,29.799,1,54.806
14,649,195,616.868,1780.48,29.598,1,49.637
15,581,184,441.523,1272.165,29.302,1,43.719
16,209,188,217.534,633.334,28.8,1,35.846
17,0,26,24.65,61.667,27.967,2,27.783
18,0,1,0.97,0,27.307,2,25.824
19,0,0,0,0,27.06,2,27.06
20,0,0,0,0,26.859,2,26.859
21,0,0,0,0,26.602,2,26.602
22,0,0,0,0,26.439,2,26.439
23,0,0,0,0,26.309,2,26.309
0,0,0,0,0,26.155,2,26.155
1,0,0,0,0,25.994,1,25.994
2,0,0,0,0,25.892,1,25.892
3,0,0,0,0,25.861,2,25.861
4,0,0,0,0,25.766,2,25.766
5,0,17,16.093,33.916,26.114,2,24.912
6,35,108,111.951,344.763,26.883,3,28.194
7,502,153,407.374,1233.384,27.671,3,36.154
8,610,184,610.005,1838.396,28.3,3,42.109
9,675,204,771.932,2286.667,28.866,3,46.757
10,660,247,857.535,2530.438,29.39,4,47.765
11,729,222,913.764,2670.865,29.884,4,49.552
12,378,385,722.527,2134.507,30.199,3,47.647
13,384,354,656.705,1956.854,30.124,3,45.682
14,52,360,375.676,1157.203,29.62,3,38.677
15,28,271,266.617,831.295,28.984,3,34.853
16,5,155,144.073,450.458,28.099,3,30.822
17,15,86,67.637,204.51,27.198,2,27.902
18,0,1,0.97,0,26.562,2,25.194
19,0,0,0,0,26.158,2,26.158
20,0,0,0,0,25.8,2,25.8
21,0,0,0,0,25.516,2,25.516
22,0,0,0,0,25.297,2,25.297
23,0,0,0,0,25.037,1,25.037
0,0,0,0,0,24.826,1,24.826
1,0,0,0,0,24.776,1,24.776
2,0,0,0,0,24.737,1,24.737
3,0,0,0,0,24.609,1,24.609
4,0,0,0,0,24.447,1,24.447
5,0,19,17.99,40.648,24.946,2,23.753
6,0,85,80.587,249.028,26.114,2,26.715
7,6,173,166.85,525.331,27.673,2,30.828
8,50,301,322.05,1000.921,29.04,2,36.557
9,266,348,562.889,1702.949,30.336,3,42.875
10,677,219,846.622,2460.343,31.273,3,50.666
11,730,222,915.168,2622.161,31.792,3,53.287
12,728,221,883.849,2538.967,31.788,3,52.749
13,582,251,720.052,2113.002,31.132,3,48.443
14,663,200,632.051,1869.096,30.068,3,45.07
15,53,249,257.793,797.404,29.349,3,35.633
16,10,153,143.534,445.523,28.655,2,31.786
17,154,100,70.618,213.468,27.939,2,28.744
18,0,1,0.97,0,27.322,1,25.746
19,0,0,0,0,26.926,1,26.926
20,0,0,0,0,26.638,1,26.638
21,0,0,0,0,26.332,1,26.332
22,0,0,0,0,26.11,1,26.11
23,0,0,0,0,25.772,1,25.772
0,0,0,0,0,25.531,1,25.531
1,0,0,0,0,25.39,0,25.39
2,0,0,0,0,25.436,0,25.436
3,0,0,0,0,25.435,0,25.435
4,0,0,0,0,25.472,0,25.472
5,0,15,14.197,27.862,25.999,0,23.377
6,0,76,72.198,220.043,27.209,0,27.565
7,2,159,151.671,473.514,28.605,1,31.907
8,27,271,277.556,857.565,29.74,1,37.319
9,160,367,489.829,1437.566,30.182,0,48.618
10,32,325,343.213,1020.908,30.543,0,45.512
11,28,377,391.112,1161.517,30.551,0,46.152
12,87,420,484.049,1414.701,30.565,0,49.514
13,31,362,372.2,1104.121,30.296,0,46.194
14,35,336,342.219,1043.885,29.959,1,40.444
15,0,155,146.607,452.679,29.436,1,33.87
16,0,78,73.846,222.595,28.86,1,30.071
17,0,26,24.65,61.784,28.134,2,27.483
18,0,1,0.97,0,27.591,2,26.12
19,0,0,0,0,27.335,2,27.335
20,0,0,0,0,27.093,2,27.093
21,0,0,0,0,26.905,2,26.905
22,0,0,0,0,26.734,2,26.734
23,0,0,0,0,26.486,2,26.486
0,0,0,0,0,26.324,2,26.324
1,0,0,0,0,26.16,2,26.16
2,0,0,0,0,26.084,1,26.084
3,0,0,0,0,26.035,1,26.035
4,0,0,0,0,26.028,1,26.028
5,0,17,16.094,33.928,26.352,1,24.865
6,91,126,144.451,438.951,26.918,1,29.667
7,67,224,246.058,765.246,27.724,1,34.273
8,106,315,376.569,1153.785,28.597,1,39.552
9,27,333,342.605,1050.222,29.181,1,39.693
10,219,408,602.456,1782.216,29.519,1,47.417
11,356,418,748.029,2151.824,29.75,1,52.701
12,103,380,463.578,1383.894,29.87,1,45.442
13,5,199,193.708,597.414,29.642,1,36.075
14,0,147,139.798,433.455,29.125,1,32.647
15,0,125,118.53,367.513,28.479,1,31.058
16,0,86,81.206,248.561,27.691,2,28.69
17,0,30,28.459,74.936,27.027,2,26.463
18,0,1,0.97,0,26.525,2,25.025
19,0,0,0,0,26.22,2,26.22
20,0,0,0,0,25.976,2,25.976
21,0,0,0,0,25.797,2,25.797
22,0,0,0,0,25.664,2,25.664
23,0,0,0,0,25.52,2,25.52
0,0,0,0,0,25.499,2,25.499
1,0,0,0,0,25.436,2,25.436
2,0,0,0,0,25.419,2,25.419
3,0,0,0,0,25.399,1,25.399
4,0,0,0,0,25.392,1,25.392
5,0,11,10.407,14.887,25.636,1,23.93
6,0,78,74.059,227.369,26.161,1,26.597
7,42,211,221.154,694.11,26.933,1,32.369
8,19,269,268.805,839.481,27.531,1,35.124
9,54,379,409.473,1256.209,27.896,1,39.925
10,353,377,696.883,2038.476,28.721,1,49.558
11,520,303,796.45,2274.51,29.37,1,54.01
12,173,438,583.274,1714.406,29.461,1,48.612
13,54,366,394.876,1197.496,29.146,1,42.074
14,14,280,274.731,833.345,28.915,0,40.923
15,16,231,224.569,687.375,28.605,0,37.935
16,141,192,206.03,608.454,28.137,0,36.371
17,3,81,64.907,194.676,27.477,1,28.644
18,0,1,0.97,0,26.828,1,25.201
19,0,0,0,0,26.499,1,26.499
20,0,0,0,0,26.132,1,26.132
21,0,0,0,0,25.767,1,25.767
22,0,0,0,0,25.399,1,25.399
23,0,0,0,0,25,1,25
0,0,0,0,0,24.714,1,24.714
1,0,0,0,0,24.468,1,24.468
2,0,0,0,0,24.316,1,24.316
3,0,0,0,0,24.204,1,24.204
4,0,0,0,0,24.198,1,24.198
5,0,13,12.302,21.695,24.763,0,21.963
6,0,49,46.499,136.555,25.856,0,24.798
7,13,172,169.507,530.027,26.952,0,32.097
8,264,292,467.175,1418.403,27.911,1,41.216
9,51,323,353.3,1084.183,28.307,1,39.528
10,141,400,520.381,1565.675,28.473,1,44.089
11,615,270,853.953,2487.209,28.418,2,50.296
12,522,301,775.829,2273.311,28.24,2,49.153
13,342,372,639.71,1909.443,28.046,2,45.405
14,539,245,594.435,1774.141,27.806,2,43.654
15,195,282,354.508,1081.715,27.546,2,37.197
16,4,145,135.237,423.289,26.934,2,30.115
17,0,39,36.064,100.679,26.182,2,25.974
18,0,1,0.97,0,25.628,2,24.12
19,0,0,0,0,25.27,2,25.27
20,0,0,0,0,24.884,2,24.884
21,0,0,0,0,24.574,2,24.574
22,0,0,0,0,24.257,2,24.257
23,0,0,0,0,23.98,2,23.98
0,0,0,0,0,23.717,2,23.717
1,0,0,0,0,23.779,1,23.779
2,0,0,0,0,23.749,1,23.749
3,0,0,0,0,23.708,1,23.708
4,0,0,0,0,23.666,1,23.666
5,0,15,14.197,28.062,24.141,1,22.489
6,105,124,146.615,447.01,25.321,1,28.078
7,115,234,280.924,870.35,27.228,1,34.848
8,361,279,525.119,1591.804,28.39,2,41.439
9,542,257,712.01,2102.652,29.03,2,47.436
10,199,393,570.181,1711.441,29.179,2,44.61
11,45,321,353.37,1088.36,29.329,2,38.881
12,200,435,605.57,1817.531,29.37,2,44.643
13,104,403,471.188,1433.213,29.098,2,41.742
14,206,346,466.584,1419.49,28.673,2,40.806
15,0,122,115.726,358.198,28.092,2,31.142
16,15,158,149.293,466.871,27.453,2,30.251
17,156,99,70.128,212.932,26.742,1,27.768
18,0,1,0.97,0,26.191,1,24.56
19,0,0,0,0,25.876,1,25.876
20,0,0,0,0,25.561,1,25.561
21,0,0,0,0,25.229,1,25.229
22,0,0,0,0,24.955,1,24.955
23,0,0,0,0,24.849,1,24.849
0,0,0,0,0,24.73,1,24.73
1,0,0,0,0,24.603,1,24.603
2,0,0,0,0,24.522,1,24.522
3,0,0,0,0,24.398,1,24.398
4,0,0,0,0,24.371,1,24.371
5,0,12,11.354,18.243,24.839,1,23.127
6,179,113,157.616,467.764,25.896,1,29.007
7,36,207,214.398,674.741,27.128,2,31.774
8,86,301,347.475,1081.373,28.028,2,36.337
9,369,346,651.355,1945.48,28.966,2,45.367
10,93,358,435.681,1327.251,29.568,2,41.45
11,407,330,716.424,2135.114,29.785,3,46.035
12,120,384,483.727,1474.464,29.82,3,41.476
13,552,260,707.836,2107.503,29.557,3,45.726
14,20,194,198.544,617.716,29.187,3,34.277
15,226,278,365.817,1119.399,28.558,3,36.296
16,333,182,244.298,704.203,27.893,3,33.203
17,0,61,52.424,154.358,26.958,3,27.427
18,0,1,0.97,0,26.175,3,24.906
19,0,0,0,0,25.673,3,25.673
20,0,0,0,0,25.185,3,25.185
21,0,0,0,0,24.771,2,24.771
22,0,0,0,0,24.41,2,24.41
23,0,0,0,0,24.094,2,24.094
0,0,0,0,0,23.837,2,23.837
1,0,0,0,0,23.601,2,23.601
2,0,0,0,0,23.576,2,23.576
3,0,0,0,0,23.546,2,23.546
4,0,0,0,0,23.468,2,23.468
5,0,11,10.407,15.185,23.91,1,22.124
6,311,102,185.647,537.581,25.099,2,28.465
7,114,220,267.479,836.186,26.64,2,32.761
8,154,319,414.302,1281.595,27.512,2,37.701
9,309,345,597.363,1801.224,28.279,2,43.537
10,640,236,831.651,2450.36,28.898,3,48.085
11,668,264,900.544,2615.266,29.596,3,50.799
12,727,194,858.843,2495.859,30.196,3,50.62
13,707,214,790.919,2312.977,30.2,3,49.038
14,469,279,581.904,1739.669,29.541,3,43.585
15,174,290,352.768,1078.914,28.773,3,37.124
16,362,177,247.198,707.285,28.039,3,33.388
17,0,73,60.116,179.379,27.213,2,28.054
18,0,1,0.97,0,26.516,2,25.121
19,0,0,0,0,26.182,2,26.182
20,0,0,0,0,25.893,2,25.893
21,0,0,0,0,25.7,2,25.7
22,0,0,0,0,25.449,2,25.449
23,0,0,0,0,25.194,2,25.194
0,0,0,0,0,24.968,2,24.968
1,0,0,0,0,24.788,2,24.788
2,0,0,0,0,24.688,2,24.688
3,0,0,0,0,24.677,2,24.677
4,0,0,0,0,24.72,2,24.72
5,0,10,9.46,11.702,25.169,2,23.752
6,249,109,174.193,509.134,26.115,2,29.197
7,495,152,400.707,1206.632,27.553,2,37.107
8,606,183,606.794,1807.745,28.899,2,44.345
9,672,203,770.641,2244.146,29.967,2,50.014
10,401,355,725.158,2118.523,30.402,2,49.787
11,727,221,916.201,2612.641,30.305,2,54.177
12,253,398,622.12,1843.422,29.811,2,47.098
13,111,405,482.136,1440.715,29.598,1,45.195
14,291,325,505.87,1505.533,29.159,1,44.875
15,23,222,219.74,677.606,28.765,1,36.166
16,0,97,91.298,279.563,28.237,1,30.333
17,0,30,28.459,74.697,27.57,1,26.998
18,0,1,0.97,0,27.192,1,25.399
19,0,0,0,0,26.798,1,26.798
20,0,0,0,0,26.477,1,26.477
21,0,0,0,0,26.089,2,26.089
22,0,0,0,0,25.74,2,25.74
23,0,0,0,0,25.415,2,25.415
0,0,0,0,0,25.156,2,25.156
1,0,0,0,0,24.994,2,24.994
2,0,0,0,0,24.823,2,24.823
3,0,0,0,0,24.745,2,24.745
4,0,0,0,0,24.712,2,24.712
5,0,10,9.46,11.731,24.982,2,23.559
6,0,89,84.278,262.099,25.503,2,26.156
7,76,207,234.938,736.146,26.378,1,32.279
8,5,185,179.491,566.061,27.171,2,31.144
9,3,231,222.893,702.128,27.733,2,32.684
10,2,172,166.243,519.188,28.98,2,32.606
11,5,208,203.891,631.344,30.203,1,35.609
12,110,382,473.348,1423.247,30.48,1,44.099
13,629,263,775.527,2213.935,30.425,1,53.618
14,663,200,638.205,1832.472,30.23,1,50.798
15,388,263,429.637,1256.721,29.526,1,43.684
16,61,188,184.887,561.12,28.87,1,34.87
17,28,93,66.648,199.984,27.942,1,29.076
18,0,1,0.97,0,27.434,1,25.844
19,0,0,0,0,27.068,1,27.068
20,0,0,0,0,26.722,1,26.722
21,0,0,0,0,26.356,1,26.356
22,0,0,0,0,25.985,2,25.985
23,0,0,0,0,25.603,2,25.603
0,0,0,0,0,25.282,2,25.282
1,0,0,0,0,24.95,2,24.95
2,0,0,0,0,24.757,2,24.757
3,0,0,0,0,24.552,2,24.552
4,0,0,0,0,24.434,2,24.434
5,0,11,10.407,15.011,24.916,1,23.176
6,76,110,125.379,381.835,26.021,1,28.104
7,495,151,399.827,1194.079,27.596,1,38.715
8,528,203,571.817,1688.959,28.83,1,46.102
9,588,231,727.71,2096.897,29.761,1,52.038
10,712,216,880.929,2468.429,30.397,1,57.369
11,479,348,804.571,2274.532,30.39,1,55.874
12,17,258,262.243,798.698,30.085,1,40.062
13,8,279,272.578,828.708,29.594,0,40.551
14,171,362,459.854,1358.172,29.23,0,46.674
15,244,275,372.657,1092.091,28.791,0,44.576
16,0,83,78.472,233.665,28.642,0,33.401
17,0,27,25.603,65.182,27.815,0,26.935
18,0,1,0.97,0,28.096,0,25.344
19,0,0,0,0,26.746,0,26.746
20,0,0,0,0,26.777,0,26.777
21,0,0,0,0,26.163,1,26.163
22,0,0,0,0,25.737,2,25.737
23,0,0,0,0,25.38,2,25.38
0,0,0,0,0,25.078,2,25.078
1,0,0,0,0,24.91,2,24.91
2,0,0,0,0,24.757,2,24.757
3,0,0,0,0,24.726,2,24.726
4,0,0,0,0,24.736,2,24.736
5,0,10,9.46,11.679,25.316,2,23.905
6,43,107,113.182,346.992,26.657,1,28.367
7,146,219,283.109,871.039,28.136,1,35.684
8,264,296,471.964,1435.296,29.218,2,40.926
9,645,215,760.821,2183.169,29.986,1,52.787
10,549,269,780.941,2267.328,30.199,2,50.917
11,728,221,919.482,2622.093,30.061,2,54.171
12,679,261,885.409,2535.944,29.643,2,53.329
13,533,298,731.576,2099.008,29.175,1,52.764
14,0,143,136.047,417.155,28.695,1,34.577
15,0,114,108.224,334.881,28.222,1,30.45
16,31,169,163.016,505.195,27.811,1,31.617
17,0,29,27.508,71.621,27.029,1,26.763
18,0,1,0.97,0,26.617,1,24.792
19,0,0,0,0,26.302,2,26.302
20,0,0,0,0,26.033,2,26.033
21,0,0,0,0,25.816,2,25.816
22,0,0,0,0,25.593,2,25.593
23,0,0,0,0,25.342,2,25.342
0,0,0,0,0,25.125,2,25.125
1,0,0,0,0,24.945,2,24.945
2,0,0,0,0,24.777,2,24.777
3,0,0,0,0,24.618,2,24.618
4,0,0,0,0,24.486,2,24.486
5,0,10,9.46,11.777,25.014,1,23.248
6,0,90,85.2,264.336,26,1,26.786
7,43,192,204.141,638.944,27.399,1,32.369
8,357,288,529.726,1585.854,28.637,1,43.905
9,212,370,541.004,1605.741,29.672,1,46.572
10,321,373,666.561,1938.97,30.152,1,50.609
11,105,438,529.131,1565.265,30.27,1,47.366
12,330,426,721.613,2082.996,30.097,1,52.033
13,69,381,422.819,1268.778,29.935,1,44.233
14,29,326,328.585,1005.249,29.503,1,39.801
15,0,143,135.482,419.409,28.668,1,32.676
16,0,78,73.86,223.875,27.897,1,29.018
17,0,31,29.332,77.893,27.046,1,26.392
18,0,0,0,0,26.446,2,26.446
19,0,0,0,0,25.923,2,25.923
20,0,0,0,0,25.471,2,25.471
21,0,0,0,0,25.127,2,25.127
22,0,0,0,0,24.868,2,24.868
23,0,0,0,0,24.698,2,24.698
0,0,0,0,0,24.588,2,24.588
1,0,0,0,0,24.552,1,24.552
2,0,0,0,0,24.45,1,24.45
3,0,0,0,0,24.382,1,24.382
4,0,0,0,0,24.266,1,24.266
5,0,11,10.407,15.076,24.539,1,22.782
6,0,80,75.899,234.673,25.177,1,25.633
7,237,214,326.046,1003.665,26.265,1,34.928
8,414,268,553.5,1656.461,27.404,1,43.879
9,103,361,437.892,1327.359,28.274,1,42.337
10,349,378,697.957,2038.067,28.923,1,49.894
11,409,373,763.499,2188.922,29.586,1,53.324
12,106,382,470.686,1404.507,29.712,1,45.553
13,233,395,576.644,1704.377,29.675,1,47.35
14,92,355,399.637,1179.959,29.4,0,46.798
15,10,213,205.536,626.228,28.874,0,38.506
16,0,129,120.266,368.543,28.689,0,33.5
17,0,28,26.556,67.837,28.125,0,28.194
18,0,0,0,0,26.71,0,26.71
19,0,0,0,0,26.867,1,26.867
20,0,0,0,0,26.296,1,26.296
21,0,0,0,0,25.931,1,25.931
22,0,0,0,0,25.523,1,25.523
23,0,0,0,0,25.197,2,25.197
0,0,0,0,0,24.878,2,24.878
1,0,0,0,0,24.625,2,24.625
2,0,0,0,0,24.366,2,24.366
3,0,0,0,0,24.116,2,24.116
4,0,0,0,0,23.979,2,23.979
5,0,8,7.566,5.369,24.46,2,22.966
6,7,100,96.476,300.825,25.702,2,26.684
7,27,209,211.94,668.122,27.205,2,31.593
8,129,307,386.38,1193.879,28.552,2,37.86
9,273,356,579.71,1739.305,29.799,2,44.518
10,264,443,682.074,2004.676,30.896,2,48.684
11,374,393,749.694,2172.341,31.652,2,51.356
12,545,287,789.355,2268.154,31.984,2,52.823
13,707,214,796.568,2279.575,32.012,2,53.132
14,663,200,641.734,1861.715,31.543,2,48.938
15,204,287,365.952,1097.226,30.687,2,40.776
16,239,185,225.839,656.393,29.654,2,35.3
17,0,46,41.376,116.54,28.656,2,28.97
18,0,0,0,0,27.727,2,27.727
19,0,0,0,0,27.033,3,27.033
20,0,0,0,0,26.405,3,26.405
21,0,0,0,0,25.954,3,25.954
22,0,0,0,0,25.631,3,25.631
23,0,0,0,0,25.318,3,25.318
0,0,0,0,0,25.088,3,25.088
1,0,0,0,0,24.925,3,24.925
2,0,0,0,0,24.754,3,24.754
3,0,0,0,0,24.653,3,24.653
4,0,0,0,0,24.631,3,24.631
5,0,10,9.46,11.672,25.174,3,23.943
6,0,87,82.409,254.825,26.309,2,26.937
7,8,175,169.854,534.323,27.823,2,31.068
8,23,282,284.277,886.865,28.984,2,35.53
9,27,329,339.796,1050.058,29.746,2,38.088
10,370,328,673.915,1992.175,30.655,2,47.57
11,62,405,452.595,1365.256,31.075,2,43.442
12,111,436,528.077,1583.735,31.113,2,44.726
13,281,358,581.492,1731.366,30.75,2,45.912
14,13,266,261.386,806.254,30.24,2,37.475
15,7,208,199.552,621.261,29.565,2,34.2
16,42,189,181.764,561.145,28.685,2,32.639
17,0,57,49.297,143.526,27.613,2,27.961
18,0,0,0,0,26.829,3,26.829
19,0,0,0,0,26.258,3,26.258
20,0,0,0,0,25.779,3,25.779
21,0,0,0,0,25.384,3,25.384
22,0,0,0,0,25.078,3,25.078
23,0,0,0,0,24.886,3,24.886
0,0,0,0,0,24.687,3,24.687
1,0,0,0,0,24.621,3,24.621
2,0,0,0,0,24.563,3,24.563
3,0,0,0,0,24.533,3,24.533
4,0,0,0,0,24.503,3,24.503
5,0,9,8.513,8.507,24.868,3,23.605
6,0,56,53.158,158.666,25.406,2,25.211
7,1,151,143.722,454.328,26.588,2,29.012
8,39,305,319.195,993.622,27.505,1,36.28
9,47,382,407.949,1249.99,27.973,1,40.172
10,271,391,639.217,1884.701,28.859,1,48.07
11,353,383,718.075,2069.103,30.156,1,52.408
12,40,362,387.214,1162.857,30.746,1,43.993
13,32,319,333.42,1014.628,30.727,1,41.017
14,148,353,437.822,1314.79,30.392,1,43.516
15,0,131,124.244,380.703,29.655,1,33.845
16,0,78,73.86,222.626,28.977,1,30.085
17,0,25,23.702,58.685,28.105,1,27.316
18,0,0,0,0,27.36,0,27.36
19,0,0,0,0,26.899,0,26.899
20,0,0,0,0,26.498,0,26.498
21,0,0,0,0,26.146,0,26.146
22,0,0,0,0,25.782,0,25.782
23,0,0,0,0,25.518,1,25.518
0,0,0,0,0,25.328,1,25.328
1,0,0,0,0,25.157,1,25.157
2,0,0,0,0,25.085,1,25.085
3,0,0,0,0,25.027,1,25.027
4,0,0,0,0,24.929,1,24.929
5,0,8,7.566,5.31,25.271,1,23.456
6,0,85,80.547,249.297,25.784,1,26.4
7,40,189,200.017,629.305,26.472,1,31.269
8,0,99,94.28,290.791,27.302,1,29.366
9,3,242,233.561,734.413,28.301,2,33.274
10,4,267,259.31,809.711,29.041,2,35.136
11,25,359,372.572,1148.773,29.694,2,38.801
12,45,424,452.214,1380.792,29.602,2,41.076
13,102,403,472.145,1439.548,29.085,2,41.301
14,4,192,185.287,578.171,28.563,2,33.466
15,0,142,134.59,420.757,28.037,2,30.683
16,258,191,236.098,694.804,27.484,2,32.635
17,39,86,62.651,188.225,26.762,2,27.62
18,0,0,0,0,26.337,2,26.337
19,0,0,0,0,26.065,2,26.065
20,0,0,0,0,25.837,2,25.837
21,0,0,0,0,25.558,2,25.558
22,0,0,0,0,25.321,2,25.321
23,0,0,0,0,25.079,2,25.079
0,0,0,0,0,24.884,2,24.884
1,0,0,0,0,24.721,2,24.721
2,0,0,0,0,24.52,2,24.52
3,0,0,0,0,24.338,2,24.338
4,0,0,0,0,24.212,2,24.212
5,0,8,7.566,5.353,24.395,3,23.095
6,13,98,96.353,300.54,25,3,25.868
7,141,217,279.354,876.724,26.277,3,31.726
8,198,304,432.798,1342.048,27.693,3,37.161
9,40,357,378.194,1174.477,28.794,3,37.375
10,40,439,463.178,1423.036,29.502,3,39.906
11,57,398,441.549,1356.105,29.797,3,39.907
12,400,375,743.755,2210.134,29.672,3,46.546
13,343,356,632.146,1896.568,29.392,3,44.457
14,616,210,622.517,1860.054,28.823,3,43.425
15,587,177,448.524,1327.986,28.359,3,38.998
16,173,190,214.707,640.322,27.641,2,33.224
17,0,76,60.913,182.439,26.878,2,27.623
18,0,0,0,0,26.328,2,26.328
19,0,0,0,0,25.999,2,25.999
20,0,0,0,0,25.617,2,25.617
21,0,0,0,0,25.178,2,25.178
22,0,0,0,0,24.929,2,24.929
23,0,0,0,0,24.774,2,24.774
0,0,0,0,0,24.542,2,24.542
1,0,0,0,0,24.382,2,24.382
2,0,0,0,0,24.256,2,24.256
3,0,0,0,0,24.174,2,24.174
4,0,0,0,0,24.074,2,24.074
5,0,5,4.727,0,24.295,2,22.718
6,82,109,126.338,386.303,25.08,2,26.839
7,273,191,323.746,998.268,26.558,2,33.962
8,235,306,463.24,1418.999,27.988,2,39.597
9,187,376,525.01,1586.836,29.507,2,43.083
10,162,458,600.253,1790.334,30.248,2,45.873
11,286,411,682.692,2008.138,30.689,2,48.554
12,586,273,817.927,2360.324,30.631,2,52.016
13,686,225,794.082,2294.996,30.144,2,51.338
14,662,199,643.552,1906.065,29.627,3,45.058
15,34,207,212.007,655.482,28.991,2,35.129
16,194,218,243.493,726.295,28.367,2,33.971
17,0,25,23.703,58.624,27.629,2,27.494
18,0,0,0,0,27.176,1,27.176
19,0,0,0,0,26.859,1,26.859
20,0,0,0,0,26.534,1,26.534
21,0,0,0,0,26.253,1,26.253
22,0,0,0,0,25.965,1,25.965
23,0,0,0,0,25.693,1,25.693
0,0,0,0,0,25.562,2,25.562
1,0,0,0,0,25.358,2,25.358
2,0,0,0,0,25.236,2,25.236
3,0,0,0,0,25.056,2,25.056
4,0,0,0,0,24.973,1,24.973
5,0,6,5.673,0,25.474,1,23.606
6,0,64,60.775,182.844,26.723,1,26.728
7,4,157,150.952,472.405,28.111,1,31.32
8,125,300,378.065,1157.439,29.059,1,39.647
9,45,312,339.251,1037.614,29.661,1,40.081
10,318,408,701.878,2039.997,30.118,1,50.78
11,564,285,831.4,2351.66,30.202,1,55.764
12,614,247,819.74,2316.604,30.145,1,55.868
13,592,249,740.239,2117.879,29.728,1,53.281
14,275,341,515.302,1546.913,29.256,2,43.4
15,292,276,400.557,1204.841,28.76,2,39.348
16,110,194,203.068,614.814,28.158,2,33.294
17,0,74,59.458,176.971,27.6,2,28.29
18,0,0,0,0,27.139,2,27.139
19,0,0,0,0,26.889,2,26.889
20,0,0,0,0,26.639,2,26.639
21,0,0,0,0,26.391,2,26.391
22,0,0,0,0,26.199,2,26.199
23,0,0,0,0,25.946,2,25.946
0,0,0,0,0,25.768,2,25.768
1,0,0,0,0,25.618,2,25.618
2,0,0,0,0,25.478,1,25.478
3,0,0,0,0,25.344,1,25.344
4,0,0,0,0,25.245,1,25.245
5,0,8,7.566,5.273,25.564,1,23.763
6,59,110,120.622,367.252,26.518,0,29.129
7,97,223,262.81,803.711,27.912,0,37.376
8,210,309,446.803,1324.839,28.961,0,45.907
9,242,366,565.941,1636.477,29.598,0,51.511
10,354,375,704.129,2037.321,30.021,1,51.618
11,97,435,516.967,1531.235,30.201,1,47.104
12,290,407,671.427,1955.497,29.876,1,50.384
13,70,381,425.394,1281.623,29.308,1,43.484
14,21,252,253.786,783.968,28.919,1,36.991
15,160,283,343.295,1044.509,28.356,1,38.352
16,460,142,243.98,672.689,27.708,1,35.103
17,79,89,62.848,188.186,27.048,1,28.32
18,0,0,0,0,26.665,1,26.665
19,0,0,0,0,26.274,1,26.274
20,0,0,0,0,26.028,0,26.028
21,0,0,0,0,25.744,0,25.744
22,0,0,0,0,25.414,1,25.414
23,0,0,0,0,25.134,1,25.134
0,0,0,0,0,24.836,1,24.836
1,0,0,0,0,24.589,1,24.589
2,0,0,0,0,24.346,1,24.346
3,0,0,0,0,24.23,1,24.23
4,0,0,0,0,24.072,1,24.072
5,0,7,6.619,2.189,24.424,1,22.539
6,77,107,123.196,376.55,24.99,1,26.949
7,56,193,212.306,668.677,25.692,1,31.058
8,480,241,577.904,1736.587,26.286,1,43.015
9,275,354,582.869,1742.419,26.886,1,45.239
10,392,378,747.097,2170.692,27.9,1,50.828
11,69,362,418.769,1264.044,28.879,1,43.183
12,65,405,453.303,1366.873,29.572,1,43.506
13,247,370,568.289,1681.337,29.792,1,47.158
14,12,253,248.724,763.961,29.543,1,38.096
15,12,219,212.455,659.519,28.976,1,34.996
16,64,179,179.25,548.306,27.992,1,32.8
17,0,25,23.705,58.919,27.031,1,26.723
18,0,0,0,0,26.594,1,26.594
19,0,0,0,0,26.288,1,26.288
20,0,0,0,0,25.897,1,25.897
21,0,0,0,0,25.443,1,25.443
22,0,0,0,0,25.111,1,25.111
